Date,Close/Last,Volume,Open,High,Low,Day,Source
04/28/2023,329.93,4228374,325.24,330.8077,324,801,nasdaq
05/01/2023,324.12,5341484,329.435,331.23,318.09,802,nasdaq
05/02/2023,317.55,4318612,325,326.07,315.62,803,nasdaq
05/03/2023,319.3,5064057,317.55,324.62,315.85,804,nasdaq
05/04/2023,320.78,3879657,319.01,323.61,317.95,805,nasdaq
05/05/2023,322.76,3990637,323.61,324.15,319.4401,806,nasdaq
05/08/2023,331.21,5488593,322.99,332.56,322.03,807,nasdaq
05/09/2023,332.14,5544852,330.67,336.32,329.7401,808,nasdaq
05/10/2023,335.42,4289897,335.21,337.11,329.51,809,nasdaq
05/11/2023,344.76,8033531,334.98,345.47,331.84,810,nasdaq
05/12/2023,339.89,6082360,344.76,348.1664,337.3637,811,nasdaq
05/15/2023,335.89,3652970,340.62,341.9,335.54,812,nasdaq
05/16/2023,333.75,3334863,334,335.17,331.91,813,nasdaq
05/17/2023,339.96,3958807,331.76,341.38,329.615,814,nasdaq
05/18/2023,371.29,20925240,347.25,375.87,346.37,815,nasdaq
05/19/2023,365.36,7859703,369.86,369.99,363.81,816,nasdaq
05/22/2023,363.01,5406420,365.36,372.01,362.5,817,nasdaq
05/23/2023,355.99,6866078,360.24,364.17,354.31,818,nasdaq
05/24/2023,364.85,7973316,356.93,367.151,356.625,819,nasdaq
05/25/2023,359,6263105,359.61,367.4499,357.42,820,nasdaq
05/26/2023,378.88,9360436,361.1,383.76,356,821,nasdaq
05/30/2023,392.98,10864990,397.48,405.11,385.79,822,nasdaq
05/31/2023,395.23,6988047,391.89,396.26,388.91,823,nasdaq
06/01/2023,403.13,7160145,397.41,407.52,393.08,824,nasdaq
06/02/2023,400.47,5902381,402.89,406.58,395.9,825,nasdaq
06/05/2023,403.54,7247413,400.47,413.86,400.15,826,nasdaq
06/06/2023,399.29,4991532,405,405.12,396.93,827,nasdaq
06/07/2023,399.77,11932390,410.43,418.95,399.23,828,nasdaq
06/08/2023,409.37,5991087,399.77,409.54,396.34,829,nasdaq
06/09/2023,420.02,12372830,424.5,425.9,414.76,830,nasdaq
06/12/2023,423.97,5967712,418.83,424.7,416.5669,831,nasdaq
06/13/2023,435.73,7820535,430.01,437.27,428.4,832,nasdaq
06/14/2023,440.86,8413089,434.99,447.33,433.5,833,nasdaq
06/15/2023,445.27,7099915,444.1,448.65,439.5,834,nasdaq
06/16/2023,431.96,8753740,446.15,447.51,430.9,835,nasdaq
06/20/2023,434.7,4762313,430.18,440,430,836,nasdaq
06/21/2023,424.45,5146441,432.65,434.55,422.54,837,nasdaq
06/22/2023,422.48,4872246,422.93,424.71,418.6801,838,nasdaq
06/23/2023,424.02,8298600,418.59,425.82,417.73,839,nasdaq
06/26/2023,415.94,4640022,422.435,430.9599,414.9,840,nasdaq
06/27/2023,417.08,4818066,417.39,420.8789,411.5,841,nasdaq
06/28/2023,429.84,8811342,423.1,437.2915,422.89,842,nasdaq
06/29/2023,428.24,4932310,434.33,437.85,426.15,843,nasdaq
06/30/2023,440.49,7346394,431.1,444.12,431.1,844,nasdaq
07/03/2023,441.44,3728461,439.76,441.545,431.62,845,nasdaq
07/05/2023,445.9,6875414,444.91,450.97,439.6244,846,nasdaq
07/06/2023,438.84,4944892,440,442.7999,430.72,847,nasdaq
07/07/2023,438.1,4165144,438.6,442.325,435.8354,848,nasdaq
07/10/2023,441.71,4251737,438.52,444.41,436.82,849,nasdaq
07/11/2023,440.21,4574559,438.65,440.8,431.0415,850,nasdaq
07/12/2023,444.05,5731657,444.55,445.4085,437.7494,851,nasdaq
07/13/2023,450.38,6157475,447,451.67,441.177,852,nasdaq
07/14/2023,441.91,7195860,452.785,456.48,439.7,853,nasdaq
07/17/2023,450.05,6901141,445.57,456.68,445.1053,854,nasdaq
07/18/2023,474.8,13196880,451,478.15,448.78,855,nasdaq
07/19/2023,477.59,20996480,476.86,485,470,856,nasdaq
07/20/2023,437.42,23989710,447,448.5,432,857,nasdaq
07/21/2023,427.5,17340030,437.37,438.24,423.19,858,nasdaq
07/24/2023,428.37,8282434,425,428.64,419.19,859,nasdaq
07/25/2023,427.7,4859843,427.18,430.8799,426.13,860,nasdaq
07/26/2023,422.67,6009242,424.2,425.26,415.59,861,nasdaq
07/27/2023,413.17,6594466,426.9,427.52,411.88,862,nasdaq
07/28/2023,425.78,6428073,415.56,427.47,413.76,863,nasdaq
07/31/2023,438.97,6587619,426.51,439.13,426.3,864,nasdaq
08/01/2023,438.62,5725544,437.37,445.2499,431.4,865,nasdaq
08/02/2023,429.7,4921781,435.23,435.56,426.56,866,nasdaq
08/03/2023,431,6259309,427.8,441.93,427.19,867,nasdaq
08/04/2023,431.6,5441811,433.06,436.5,426.27,868,nasdaq
08/07/2023,440.76,4781303,436.455,441.11,428.9057,869,nasdaq
08/08/2023,438.3,3767195,440.36,443.57,435.1,870,nasdaq
08/09/2023,428.9,3846639,439.74,440.62,427.59,871,nasdaq
08/10/2023,429.98,5467607,431.12,438.12,428.69,872,nasdaq
08/11/2023,421.66,3927914,428.98,430.6317,421.3277,873,nasdaq
08/14/2023,427.78,3965963,421.99,428.845,418.78,874,nasdaq
08/15/2023,423.7,3367998,424.41,429.12,421.04,875,nasdaq
08/16/2023,415.45,3967021,423.73,424.51,415.25,876,nasdaq
08/17/2023,403,6031469,415,415.24,401.5818,877,nasdaq
08/18/2023,404.53,4312196,399.33,406.52,398.15,878,nasdaq
08/21/2023,408.29,3861579,402.23,409.61,399.5,879,nasdaq
08/22/2023,413.17,3603273,409,415.74,407.4,880,nasdaq
08/23/2023,427.55,8174732,418.4,437.02,417.71,881,nasdaq
08/24/2023,406.93,5687799,425.41,427.59,406.165,882,nasdaq
08/25/2023,416.03,5390933,412,419.25,407.5641,883,nasdaq
08/28/2023,418.06,2928613,418.04,419.83,413.27,884,nasdaq
08/29/2023,429.99,4486703,416,432.17,414.5,885,nasdaq
08/30/2023,434.67,3625380,430.85,438.16,428.35,886,nasdaq
08/31/2023,433.68,3802954,431.23,437.15,431.23,887,nasdaq
09/01/2023,439.88,4793379,437.725,445.5,435.93,888,nasdaq
09/05/2023,448.68,6155865,438.39,453.45,438,889,nasdaq
09/06/2023,445.76,3862274,448.61,451.39,440.49,890,nasdaq
09/07/2023,443.14,2922676,441.15,444.6,436.7,891,nasdaq
09/08/2023,442.8,2704353,443.56,446.81,438.85,892,nasdaq
09/11/2023,445.36,2913767,443.07,449.89,442.75,893,nasdaq
09/12/2023,434.69,3124024,442.85,445.4399,434.12,894,nasdaq
09/13/2023,412.24,11843030,435.5,438.4,410.69,895,nasdaq
09/14/2023,400.49,10709040,410.4,411.39,400,896,nasdaq
09/15/2023,396.94,9116745,401,404.6997,395.03,897,nasdaq
09/18/2023,394.4,4704706,395.5,399.465,392.6,898,nasdaq
09/19/2023,396.2,4080054,392.84,398.23,390.245,899,nasdaq
09/20/2023,386.3,3866619,397.05,397.985,386.12,900,nasdaq
09/21/2023,384.15,5556388,386.5,395.8999,383.42,901,nasdaq
09/22/2023,379.81,3699796,385,386.88,378.36,902,nasdaq
09/25/2023,384.8,3757278,382.9,386.62,380.81,903,nasdaq
09/26/2023,379.25,4089392,382.88,384.56,377.355,904,nasdaq
09/27/2023,377.59,3843521,382.4,384.223,376.25,905,nasdaq
09/28/2023,376.36,4369906,375.6,378.96,371.1,906,nasdaq
09/29/2023,377.6,4205298,380,382.58,375.35,907,nasdaq
10/02/2023,380.33,3102101,377.48,384.808,376.8,908,nasdaq
10/03/2023,376.75,8878134,377.11,394.9,372.8492,909,nasdaq
10/04/2023,376.9,4303658,376.5,380.22,373.58,910,nasdaq
10/05/2023,372.59,5034773,378.01,378.5999,367.24,911,nasdaq
10/06/2023,381.51,4778118,368.43,382.52,367.77,912,nasdaq
10/09/2023,385.95,3299802,378.05,387.17,377.755,913,nasdaq
10/10/2023,373.32,7288939,385.58,388.7,372.25,914,nasdaq
10/11/2023,365.93,9151395,372.775,377.81,365.34,915,nasdaq
10/12/2023,361.2,7376086,366.48,368.83,359.05,916,nasdaq
10/13/2023,355.68,6316320,355.64,358.93,352.05,917,nasdaq
10/16/2023,360.82,5128947,356.21,363.0799,354.77,918,nasdaq
10/17/2023,355.72,5908412,361.1,362.7049,353.89,919,nasdaq
10/18/2023,346.19,11429640,351,354.79,344.73,920,nasdaq
10/19/2023,401.77,28074420,404.74,408.95,392.2601,921,nasdaq
10/20/2023,400.96,12782920,405.63,410.64,398.01,922,nasdaq
10/23/2023,406.84,7390032,403.32,407.54,398.5201,923,nasdaq
10/24/2023,413.73,6459247,409.68,416.6899,408.39,924,nasdaq
10/25/2023,411.25,6299587,416.02,418.84,410.11,925,nasdaq
10/26/2023,403.54,6849702,411.42,417.31,401.5444,926,nasdaq
10/27/2023,397.87,4997612,406.42,410.21,395.62,927,nasdaq
10/30/2023,410.08,5317147,402.35,412.82,399.41,928,nasdaq
10/31/2023,411.69,3877623,409.24,412.52,404.6301,929,nasdaq
11/01/2023,420.19,4806108,414.77,420.6,414.1798,930,nasdaq
11/02/2023,424.71,4475984,421.17,426.69,417.1,931,nasdaq
11/03/2023,432.36,3667051,428.76,434.815,425.53,932,nasdaq
11/06/2023,434.74,3003235,434.38,435.03,429.61,933,nasdaq
11/07/2023,434.61,3291064,436.18,437.64,431,934,nasdaq
11/08/2023,436.65,2356845,435,438.07,433.68,935,nasdaq
11/09/2023,435.15,2735507,438.03,440.38,434.35,936,nasdaq
11/10/2023,447.24,4443284,437.48,447.48,435.51,937,nasdaq
11/13/2023,444.62,2896143,447.25,448.43,442.6,938,nasdaq
11/14/2023,448.65,4060884,448.78,454.075,445.64,939,nasdaq
11/15/2023,461.94,5035283,452.81,462.7499,452.45,940,nasdaq
11/16/2023,466.95,3655974,463,467.28,459.65,941,nasdaq
11/17/2023,465.91,2800214,466.95,467.65,462.76,942,nasdaq
11/20/2023,474.47,3621095,465.4,476.7558,465.4,943,nasdaq
11/21/2023,474.95,2997723,472.63,477.02,471.21,944,nasdaq
11/22/2023,478,2843891,476.8,482.7,476.56,945,nasdaq
11/24/2023,479.56,1404732,477.11,480.4,475.2,946,nasdaq
11/27/2023,479.17,3625924,479.03,482,475.35,947,nasdaq
11/28/2023,479,2890164,478.11,480.5,475.95,948,nasdaq
11/29/2023,477.19,2855540,479,480.9885,474.49,949,nasdaq
11/30/2023,473.97,4287349,475.31,478.5907,470.42,950,nasdaq
12/01/2023,465.74,4341471,473.17,475.2299,464.6,951,nasdaq
12/04/2023,453.9,5157713,460.99,461.2,451.2,952,nasdaq
12/05/2023,455.15,3380674,450.7,456.39,449.58,953,nasdaq
12/06/2023,446.73,4178755,460,460.5,445.73,954,nasdaq
12/07/2023,452,3506722,450.85,452.885,448.32,955,nasdaq
12/08/2023,453.76,3458384,450.76,455.5,450.76,956,nasdaq
12/11/2023,459.89,4929662,459.36,470.65,457.21,957,nasdaq
12/12/2023,463,3302660,465.23,465.61,459.1962,958,nasdaq
12/13/2023,479.98,5820192,461.98,481.25,461.98,959,nasdaq
12/14/2023,469.83,5176437,480.36,480.76,464.7601,960,nasdaq
12/15/2023,472.06,7840992,467.3,473,467.3,961,nasdaq
12/18/2023,486.12,6410660,476.3,492.04,475.095,962,nasdaq
12/19/2023,495.02,3849014,488.4,496.14,484.06,963,nasdaq
12/20/2023,489.27,4563690,492,500.89,488.39,964,nasdaq
12/21/2023,491.61,2756225,492.66,494.4,486.77,965,nasdaq
12/22/2023,486.76,2702672,494,496.02,485.45,966,nasdaq
12/26/2023,491.19,2034517,489.39,491.48,486.38,967,nasdaq
12/27/2023,491.79,2561330,491.24,494.015,489.25,968,nasdaq
12/28/2023,490.51,1710492,492,492.89,489.07,969,nasdaq
12/29/2023,486.88,2740555,490.37,492.2299,481.935,970,nasdaq
01/02/2024,468.5,5049423,483.185,484.65,461.86,971,nasdaq
01/03/2024,470.26,3443694,467.32,475.05,465.7727,972,nasdaq
01/04/2024,474.67,3636513,472.98,480.7393,466.53,973,nasdaq
01/05/2024,474.06,2631250,476.5,479.545,471.804,974,nasdaq
01/08/2024,485.03,3675775,473.89,485.24,473.65,975,nasdaq
01/09/2024,482.09,3526757,475.53,485.085,473.8,976,nasdaq
01/10/2024,478.33,4342448,481.6,487,472.95,977,nasdaq
01/11/2024,492.23,7993265,492.54,503.41,483.82,978,nasdaq
01/12/2024,492.16,5003718,500.51,500.79,490.61,979,nasdaq
01/16/2024,481.24,4678974,490,494.15,478.02,980,nasdaq
01/17/2024,480.33,4894593,484.5,486.21,475.2642,981,nasdaq
01/18/2024,485.31,4054399,480.03,485.77,478.02,982,nasdaq
01/19/2024,482.95,5672351,484.98,485.67,476.06,983,nasdaq
01/22/2024,485.71,5212309,487.55,489.8,479.9,984,nasdaq
01/23/2024,492.19,15506020,492,498.96,481.4,985,nasdaq
01/24/2024,544.87,26432800,537.75,562.5,537.07,986,nasdaq
01/25/2024,562,9451915,551.95,563.46,548.46,987,nasdaq
01/26/2024,570.42,12770570,561.81,579.64,558.4319,988,nasdaq
01/29/2024,575.79,6905390,571.35,578.5499,562.68,989,nasdaq
01/30/2024,562.85,6181798,567.32,570.88,560.82,990,nasdaq
01/31/2024,564.11,4857599,562.85,572.15,562.045,991,nasdaq
02/01/2024,567.51,3174002,567.02,572.66,563.83,992,nasdaq
02/02/2024,564.64,4032843,564.52,567.8,562.37,993,nasdaq
02/05/2024,562.06,4143099,562.47,575.75,557.195,994,nasdaq
02/06/2024,555.88,2840300,564.12,566.3399,554.37,995,nasdaq
02/07/2024,559.3,4373591,558.16,567.8,554.98,996,nasdaq
02/08/2024,558.53,3175468,560.55,563.7,555.74,997,nasdaq
02/09/2024,561.32,3055698,565,566,558.1,998,nasdaq
02/12/2024,557.85,3608487,560.36,568.44,557,999,nasdaq
02/13/2024,554.52,3511453,550.8,559.1999,549,1000,nasdaq
02/14/2024,579.33,5634226,567.26,581.248,564.34,1001,nasdaq
02/15/2024,593.46,5220938,581.91,593.77,580.32,1002,nasdaq
02/16/2024,583.95,4325689,596.95,597,577.46,1003,nasdaq
02/20/2024,575.13,3124236,580.18,586,569.66,1004,nasdaq
02/21/2024,573.35,2281143,573.51,575.775,567.32,1005,nasdaq
02/22/2024,588.47,3526597,582.75,590.85,578.885,1006,nasdaq
02/23/2024,583.56,2568852,586.4,592.43,579.82,1007,nasdaq
02/26/2024,587.65,2393712,583.56,590.75,583.27,1008,nasdaq
02/27/2024,601.67,4489355,595,605.36,592.33,1009,nasdaq
02/28/2024,596.48,2605242,595.79,598.17,590.01,1010,nasdaq
02/29/2024,602.92,3572082,604.25,604.5161,595.16,1011,nasdaq
03/01/2024,619.34,4270305,599.81,620.28,599.5,1012,nasdaq
03/04/2024,615.83,3020306,621.56,624.42,615.08,1013,nasdaq
03/05/2024,598.5,3849563,610.1,610.91,592,1014,nasdaq
03/06/2024,597.69,2469592,602.99,607.93,593.5555,1015,nasdaq
03/07/2024,608.51,2742805,599.34,610.53,595.9,1016,nasdaq
03/08/2024,604.82,2777243,608.27,616.09,600.84,1017,nasdaq
03/11/2024,600.93,2500940,608.08,611,600.37,1018,nasdaq
03/12/2024,611.08,2821631,600.21,615.3,596.27,1019,nasdaq
03/13/2024,609.45,2192094,613.37,614.8499,607.21,1020,nasdaq
03/14/2024,613.01,3120452,615,620.8,607.35,1021,nasdaq
03/15/2024,605.88,6671629,622.92,622.92,603.82,1022,nasdaq
03/18/2024,618.39,3344244,613.56,627.41,610.4481,1023,nasdaq
03/19/2024,620.74,2142613,615.62,621.28,608,1024,nasdaq
03/20/2024,627.69,2639509,619.95,629.505,618.34,1025,nasdaq
03/21/2024,622.71,2507671,630.65,634.3617,622.33,1026,nasdaq
03/22/2024,628.01,2135688,624.16,629.05,621,1027,nasdaq
03/25/2024,627.46,1803264,627.9,630.46,623.16,1028,nasdaq
03/26/2024,629.24,2804453,625.2,634.3899,619.1836,1029,nasdaq
03/27/2024,613.53,2628267,629.01,631.35,610.73,1030,nasdaq
03/28/2024,607.33,3708803,614.99,615,601.59,1031,nasdaq
04/01/2024,614.31,2115925,608,615.11,605.571,1032,nasdaq
04/02/2024,614.21,2029217,611,615.03,605.5101,1033,nasdaq
04/03/2024,630.08,2931231,612.745,630.41,611.5,1034,nasdaq
04/04/2024,617.14,3064349,633.21,638,616.58,1035,nasdaq
04/05/2024,636.18,3378842,624.92,637.91,622.71,1036,nasdaq
04/08/2024,628.41,2145731,636.39,639,628.11,1037,nasdaq
04/09/2024,618.2,2146635,631.99,631.99,615.6347,1038,nasdaq
04/10/2024,618.58,2806248,610.97,620.14,609.34,1039,nasdaq
04/11/2024,628.78,2662662,624.42,631.66,617.24,1040,nasdaq
04/12/2024,622.83,2959269,628.23,633.1199,618.915,1041,nasdaq
04/15/2024,607.15,3085394,630.17,630.17,603.871,1042,nasdaq
04/16/2024,617.52,3519122,607.5,622.45,607.5,1043,nasdaq
04/17/2024,613.69,3312222,620.97,620.97,607.71,1044,nasdaq
04/18/2024,610.56,8468407,612.1,621.33,605.435,1045,nasdaq
04/19/2024,555.04,16449700,567.88,579,552.16,1046,nasdaq
04/22/2024,554.6,8597651,550.66,558.61,542.01,1047,nasdaq
04/23/2024,577.75,4975520,556.49,579.21,555.28,1048,nasdaq
04/24/2024,555.12,5355312,574.31,576.907,551.3,1049,nasdaq
04/25/2024,564.8,3807101,549.46,566.54,545.705,1050,nasdaq
04/26/2024,561.23,4332593,558.21,562.92,553.19,1051,nasdaq
04/29/2024,559.49,2508882,559.18,559.64,554.24,1052,nasdaq
04/30/2024,550.64,3361492,560,560,549.375,1053,nasdaq
05/01/2024,551.71,3473233,547.84,560.39,544.25,1054,nasdaq
05/02/2024,565.15,3068228,556.02,565.46,555.59,1055,nasdaq
05/03/2024,579.34,3307524,566,580.26,565.16,1056,nasdaq
05/06/2024,596.97,3686337,581.82,597.34,580.25,1057,nasdaq
05/07/2024,606,3614092,596.28,606.05,591.32,1058,nasdaq
05/08/2024,609.47,3093904,601.63,618.22,601.63,1059,nasdaq
05/09/2024,612.09,2065375,614.4,615.72,605.75,1060,nasdaq
05/10/2024,610.87,2653586,619,623.98,605.06,1061,nasdaq
05/13/2024,616.59,2086197,614.3,618.219,606.83,1062,nasdaq
05/14/2024,613.66,2792358,615.17,621.48,608.4,1063,nasdaq
05/15/2024,613.52,5670607,618.57,624.1,609.1,1064,nasdaq
05/16/2024,610.52,3056350,615.75,618.34,609.09,1065,nasdaq
05/17/2024,621.1,3782708,617,625.79,614.7141,1066,nasdaq
05/20/2024,640.82,3857853,620.4,644.37,619.52,1067,nasdaq
05/21/2024,650.61,2920155,636.76,650.88,634.22,1068,nasdaq
05/22/2024,640.47,2176174,647.14,649.25,638.12,1069,nasdaq
05/23/2024,635.67,2313939,642.34,642.71,630,1070,nasdaq
05/24/2024,646.75,2615260,639.4,652,637.6,1071,nasdaq
05/28/2024,649,2609451,647.05,649.75,643.03,1072,nasdaq
05/29/2024,654.62,3695935,644.13,664.25,643.89,1073,nasdaq
05/30/2024,647.66,2393354,653.52,656.4899,644.73,1074,nasdaq
05/31/2024,641.62,4071023,644.01,648.58,628.3,1075,nasdaq
06/03/2024,633.79,2323506,645.215,646.78,627.27,1076,nasdaq
06/04/2024,631.62,3008151,633.78,635.2299,626.44,1077,nasdaq
06/05/2024,650.27,2682614,634.02,651.25,628.25,1078,nasdaq
06/06/2024,648.52,2466664,644.89,657.99,644.2368,1079,nasdaq
06/07/2024,641.47,1876631,649.38,650.4,640.2401,1080,nasdaq
06/10/2024,644.5,2066759,641.01,644.79,635.59,1081,nasdaq
06/11/2024,648.55,2167417,640.72,650.19,640.52,1082,nasdaq
06/12/2024,650.06,2094381,652.21,655.78,643.11,1083,nasdaq
06/13/2024,653.26,1863587,644,655.25,642.35,1084,nasdaq
06/14/2024,669.38,4447116,655.05,675.58,652.64,1085,nasdaq
06/17/2024,675.83,3631184,669.11,682.7099,665.1101,1086,nasdaq
06/18/2024,685.67,2943775,675.63,687.06,674.64,1087,nasdaq
06/20/2024,679.03,2585089,681.8,689.88,673.7203,1088,nasdaq
06/21/2024,686.12,4557086,683.26,686.9,678.1,1089,nasdaq
06/24/2024,669.02,3916335,685,685.5,664.5,1090,nasdaq
06/25/2024,672.41,2278768,673.44,673.665,662.3,1091,nasdaq
06/26/2024,677.69,3545815,672.41,682.96,670.02,1092,nasdaq
06/27/2024,684.34,2404849,679.35,688.57,678.14,1093,nasdaq
06/28/2024,674.88,3412391,679,687,673.08,1094,nasdaq
07/01/2024,673.61,2212826,674.89,675.02,663.78,1095,nasdaq
07/02/2024,679.58,2411426,673.54,681.74,670.07,1096,nasdaq
07/03/2024,682.51,1403545,677.48,683.7499,675.5,1097,nasdaq
07/05/2024,690.65,2659065,682.51,697.49,677.23,1098,nasdaq
07/08/2024,685.74,1930786,687,688.86,681.485,1099,nasdaq
07/09/2024,685.74,2599474,690,695.27,684.72,1100,nasdaq
07/10/2024,677.65,2651928,685.02,687.22,673.16,1101,nasdaq
07/11/2024,652.75,5111928,672.485,672.485,647.44,1102,nasdaq
07/12/2024,647.6,3355197,652.75,655.92,643.7075,1103,nasdaq
07/15/2024,656.45,3208763,647.5,667.54,646.63,1104,nasdaq
07/16/2024,656.32,2685706,661.8,663.675,649.13,1105,nasdaq
07/17/2024,647.46,4017277,650,650.45,639.47,1106,nasdaq
07/18/2024,643.04,7575763,656.6,657.0395,639.165,1107,nasdaq
07/19/2024,633.34,9815631,660.64,678.97,629.1201,1108,nasdaq
07/22/2024,647.5,5219077,639.5,656.29,632.6,1109,nasdaq
07/23/2024,642.76,2463579,647.5,649.91,641.0001,1110,nasdaq
07/24/2024,635.99,4888163,635.74,652.42,632.6744,1111,nasdaq
07/25/2024,634.09,4554539,641,649.98,621.7001,1112,nasdaq
07/26/2024,631.37,3120659,645,646.9899,629.77,1113,nasdaq
07/29/2024,626.96,2400537,634.61,634.61,623.93,1114,nasdaq
07/30/2024,622.58,3496609,630.17,634.69,617.0001,1115,nasdaq
07/31/2024,628.35,3134877,626.57,633.5999,622.58,1116,nasdaq
08/01/2024,624.85,3720573,629.25,646.7099,617.61,1117,nasdaq
08/02/2024,613.64,3523003,620.98,625.27,608.35,1118,nasdaq
08/05/2024,598.55,4044235,587.04,604.5627,587.04,1119,nasdaq
08/06/2024,609.57,4319057,600.62,622.45,600.62,1120,nasdaq
08/07/2024,611.48,3187791,616.065,632,610.64,1121,nasdaq
08/08/2024,630.35,3283542,621.99,632.29,616.02,1122,nasdaq
08/09/2024,633.94,1980836,622.99,636.62,622.99,1123,nasdaq
08/12/2024,633.14,2331712,631,639,627.07,1124,nasdaq
08/13/2024,648.02,2639571,638.56,650.97,635.5,1125,nasdaq
08/14/2024,661.68,4014344,648.7,663.57,648.7,1126,nasdaq
08/15/2024,663.22,3210173,668.49,673.19,659.8,1127,nasdaq
08/16/2024,674.07,3511014,669.43,680.23,665.36,1128,nasdaq
08/19/2024,688.53,3016227,674.07,688.84,672.91,1129,nasdaq
08/20/2024,698.54,4813118,688.86,711.33,688.245,1130,nasdaq
08/21/2024,697.12,2235343,697,701,691.38,1131,nasdaq
08/22/2024,688.96,2729389,691,701.5,686.24,1132,nasdaq
08/23/2024,686.73,2354450,694.13,696.07,678.63,1133,nasdaq
08/26/2024,688.44,1354154,687.26,690.59,681.6376,1134,nasdaq
08/27/2024,695.72,3164878,688.53,707.89,686.92,1135,nasdaq
08/28/2024,683.84,2430583,695.83,696.67,677.1,1136,nasdaq
08/29/2024,692.48,2186974,690,699.8,686.07,1137,nasdaq
08/30/2024,701.35,3266723,700.36,701.86,688.16,1138,nasdaq
09/03/2024,675.32,3160964,700.1,703.86,671.01,1139,nasdaq
09/04/2024,679.68,1785337,673.31,684.65,673.06,1140,nasdaq
09/05/2024,683.62,1810072,673.14,687.31,671.86,1141,nasdaq
09/06/2024,665.77,2991265,681.86,683.1518,662.34,1142,nasdaq
09/09/2024,675.42,2683111,674,683.5,672.14,1143,nasdaq
09/10/2024,673.62,2079182,676.87,680.5899,665.805,1144,nasdaq
09/11/2024,681.47,2391924,677.46,682.97,660.8,1145,nasdaq
09/12/2024,686.8,2588437,684.92,694.88,682.2,1146,nasdaq
09/13/2024,697.06,2276482,680.01,699.64,680,1147,nasdaq
09/16/2024,696.5,1843745,700,703.02,688.6316,1148,nasdaq
09/17/2024,706.91,2298630,700.82,707.63,698.37,1149,nasdaq
09/18/2024,690.47,2984411,707.55,707.55,688,1150,nasdaq
09/19/2024,704.32,4228480,705,715.66,695.37,1151,nasdaq
09/20/2024,701.03,3998062,705.55,706.6732,696.31,1152,nasdaq
09/23/2024,705.37,3224344,702.39,712.2499,699.16,1153,nasdaq
09/24/2024,722.26,3565731,706.625,722.44,704.45,1154,nasdaq
09/25/2024,721.56,2259775,721,725.12,716.21,1155,nasdaq
09/26/2024,711.43,2832962,724.73,725.26,701.72,1156,nasdaq
09/27/2024,707.35,2395613,708.36,710.71,701.2509,1157,nasdaq
09/30/2024,709.27,1711508,707,711.21,702.8192,1158,nasdaq
10/01/2024,706.13,2813482,713.64,717.76,698.59,1159,nasdaq
10/02/2024,711.09,1758167,706.13,716.21,704.6878,1160,nasdaq
10/03/2024,706.8,2256449,704.26,708.81,700,1161,nasdaq
10/04/2024,719.7,2230139,713.32,721.01,708.82,1162,nasdaq
10/07/2024,701.92,3360520,714.755,715.88,696.43,1163,nasdaq
10/08/2024,721.76,3187402,703.88,725.06,703.5457,1164,nasdaq
10/09/2024,727.43,1981070,719.25,728.59,718.87,1165,nasdaq
10/10/2024,730.29,2767862,723.29,733.85,722.5,1166,nasdaq
10/11/2024,722.79,2299525,734.9,736,721.22,1167,nasdaq
10/14/2024,713,2797071,725,726.6196,711.3109,1168,nasdaq
10/15/2024,705.98,2932752,712.51,713.4,699.7806,1169,nasdaq
10/16/2024,702,2494276,703.43,705.59,697.82,1170,nasdaq
10/17/2024,687.65,8926672,704.35,704.4124,677.88,1171,nasdaq
10/18/2024,763.89,15974120,737.64,766.281,736.23,1172,nasdaq
10/21/2024,772.07,6057093,765.76,773,756.6,1173,nasdaq
10/22/2024,764.24,2987252,765.27,769.7,761.12,1174,nasdaq
10/23/2024,749.29,3749007,762.83,763.7899,744.26,1175,nasdaq
10/24/2024,754.55,2642962,751.97,755.82,746.25,1176,nasdaq
10/25/2024,754.68,2819473,756.17,768.5,753.53,1177,nasdaq
10/28/2024,749.12,2862405,758.68,758.68,747.88,1178,nasdaq
10/29/2024,759.44,3660433,751.13,763.88,748.01,1179,nasdaq
10/30/2024,753.74,1722002,758.08,759.79,752.2775,1180,nasdaq
10/31/2024,756.03,3057709,753.93,760.7899,752.23,1181,nasdaq
11/01/2024,756.1,2996829,753.48,763.7999,747.77,1182,nasdaq
11/04/2024,755.51,1902194,753.14,762.48,749.69,1183,nasdaq
11/05/2024,763.91,2200645,757.35,767.5299,756.27,1184,nasdaq
11/06/2024,780.21,3690817,771.5,781.49,757.38,1185,nasdaq
11/07/2024,796.54,3295074,781.37,798.22,779.94,1186,nasdaq
11/08/2024,795.04,1910626,797.36,799.06,788.65,1187,nasdaq
11/11/2024,805.44,2399150,795.9,806.823,795.565,1188,nasdaq
11/12/2024,819.5,2814064,807.5,820.3697,803.75,1189,nasdaq
11/13/2024,830.47,2767772,822.615,836.9899,820.5368,1190,nasdaq
11/14/2024,837.26,3038231,833.67,840.9997,830.02,1191,nasdaq
11/15/2024,823.96,3673720,832.04,832.04,816.49,1192,nasdaq
11/18/2024,847.05,4084081,815.5,848.45,809.3301,1193,nasdaq
11/19/2024,871.32,3814227,839.75,874.49,839.16,1194,nasdaq
11/20/2024,883.85,4093843,879.98,890.6,868.4,1195,nasdaq
11/21/2024,897.48,4511263,883.93,908,877.24,1196,nasdaq
